gender,birthdate,ypc,current_premium,age
M,12/4/1954,5,429.81,68.00
F,1/2/1955,5,736.83,67.92
M,1/26/1955,5,675.22,67.86
M,2/1/1955,5,1700.25,67.84
M,2/8/1955,5,789.67,67.82
F,3/7/1955,5,2607.8,67.75
M,8/9/1955,5,985.67,67.32
M,10/28/1955,5,1006.6,67.10
F,11/22/1955,5,522.62,67.04
F,12/4/1955,5,847.3,67.00
M,12/4/1955,5,1275.75,67.00
F,2/10/1956,5,1023.18,66.82
F,3/4/1956,5,748.78,66.75
F,3/18/1956,5,828.03,66.72
M,4/28/1956,5,534.27,66.60
M,5/10/1956,5,707.48,66.57
M,5/22/1956,5,1279.39,66.54
F,5/24/1956,5,1752.11,66.53
M,6/10/1956,5,634.18,66.49
M,9/25/1956,5,515.08,66.19
M,10/2/1956,5,1832.25,66.17
M,10/6/1956,5,805.01,66.16
F,10/14/1956,5,784.6,66.14
M,10/24/1956,5,1133.75,66.11
M,11/7/1956,5,698.99,66.07
F,11/26/1956,5,1512.37,66.02
F,1/4/1957,5,32.12,65.92
F,2/1/1957,5,715.04,65.84
F,2/6/1957,5,495.16,65.83
M,3/2/1957,5,640.8,65.76
F,3/3/1957,5,1179.17,65.76
M,3/23/1957,5,586.06,65.70
M,3/24/1957,5,1359.73,65.70
F,3/30/1957,5,966.69,65.69
M,3/30/1957,5,2087.04,65.69
M,5/20/1957,5,1438.04,65.55
M,6/28/1957,5,487.01,65.44
M,7/28/1957,5,1046.9,65.36
M,8/19/1957,5,1970.28,65.30
M,10/31/1957,5,972.87,65.10
F,11/1/1957,5,1396.15,65.09
M,11/28/1957,5,1154.59,65.02
F,12/5/1957,5,755.51,65.00
F,1/3/1958,5,1682.69,64.92
F,3/5/1958,5,484.81,64.75
M,3/12/1958,5,1260.99,64.73
F,4/10/1958,5,1319.99,64.66
F,4/20/1958,5,830.05,64.63
F,9/23/1958,5,668.87,64.20
F,10/14/1958,5,988.12,64.14
M,10/17/1958,5,660.97,64.13
F,12/29/1958,5,597,63.93
M,4/1/1959,5,1144.87,63.68
F,6/20/1959,5,799.33,63.46
M,8/7/1959,5,563.16,63.33
M,8/25/1959,5,1293.29,63.28
F,9/2/1959,5,976.2,63.26
M,9/20/1959,5,862.83,63.21
F,9/21/1959,5,1702.84,63.21
M,10/9/1959,5,1498.56,63.16
F,10/10/1959,5,881.55,63.15
F,10/11/1959,5,604.74,63.15
F,12/8/1959,5,1722.06,62.99
F,1/1/1960,5,568.44,62.93
F,1/8/1960,5,3064.43,62.91
F,1/13/1960,5,565.32,62.89
M,1/31/1960,5,897.83,62.84
F,2/12/1960,5,536.87,62.81
F,3/4/1960,5,774.89,62.75
F,5/16/1960,5,858.98,62.55
F,6/22/1960,5,799.55,62.45
F,7/31/1960,5,762.96,62.35
M,8/21/1960,5,1836.55,62.29
M,8/30/1960,5,1268.15,62.26
F,10/5/1960,5,1195.56,62.16
M,10/20/1960,5,861.31,62.12
F,10/31/1960,5,1588.49,62.09
M,11/6/1960,5,966.58,62.08
F,12/10/1960,5,622.03,61.98
F,2/13/1961,5,611.37,61.81
F,2/25/1961,5,1070.75,61.78
F,3/7/1961,5,623.67,61.75
F,4/10/1961,5,652.39,61.66
F,5/6/1961,5,827.02,61.58
M,8/7/1961,5,1637.44,61.33
F,8/10/1961,5,855.6,61.32
F,8/18/1961,5,1657.98,61.30
F,8/30/1961,5,948.56,61.27
F,9/20/1961,5,654.29,61.21
F,9/26/1961,5,831.9,61.19
M,10/4/1961,5,668.57,61.17
M,10/5/1961,5,1921.07,61.17
F,10/16/1961,5,600.71,61.14
F,11/4/1961,5,763.37,61.09
M,11/17/1961,5,1317.9,61.05
F,11/20/1961,5,642.99,61.04
M,11/24/1961,5,416.78,61.03
M,12/8/1961,5,1110.27,60.99
F,12/12/1961,5,833.66,60.98
F,1/6/1962,5,650.81,60.91
M,1/23/1962,5,1137.17,60.87
F,1/31/1962,5,968.55,60.84
F,3/19/1962,5,1458.83,60.72
F,5/25/1962,5,1218.72,60.53
F,8/4/1962,5,1093.1,60.34
M,9/5/1962,5,642.84,60.25
F,9/13/1962,5,1339.85,60.23
M,9/25/1962,5,318.07,60.20
F,10/25/1962,5,729.93,60.11
F,12/29/1962,5,1435.48,59.93
M,2/7/1963,5,2264.6,59.82
M,2/15/1963,5,1368.7,59.80
F,4/18/1963,5,697.57,59.63
F,4/29/1963,5,819.68,59.60
F,6/10/1963,5,1486.28,59.49
F,6/17/1963,5,1851.5,59.47
F,8/2/1963,5,997.94,59.34
F,11/26/1963,5,1019.95,59.03
M,12/24/1963,5,529.4,58.95
F,12/29/1963,5,2156.22,58.93
F,1/21/1964,5,746.83,58.87
M,2/8/1964,5,1548.47,58.82
F,4/11/1964,5,1193.05,58.65
F,7/15/1964,5,883.54,58.39
F,8/1/1964,5,931.05,58.34
F,8/5/1964,5,828.07,58.33
M,9/26/1964,5,1334.65,58.19
F,11/29/1964,5,2527.41,58.01
F,3/2/1965,5,756.42,57.76
F,3/8/1965,5,1523.07,57.75
F,3/20/1965,5,739.54,57.71
M,4/30/1965,5,944.59,57.60
M,5/25/1965,5,2029.33,57.53
F,7/1/1965,5,807.48,57.43
M,7/6/1965,5,5543.62,57.42
F,7/7/1965,5,1506.01,57.41
M,11/3/1965,5,687.36,57.09
F,11/19/1965,5,966.36,57.04
F,11/27/1965,5,869.61,57.02
M,12/3/1965,5,685.8,57.01
M,12/7/1965,5,1410.83,57.00
M,12/12/1965,5,1296.53,56.98
M,1/2/1966,5,1653.37,56.92
F,2/9/1966,5,1520.23,56.82
F,5/3/1966,5,816.62,56.59
F,6/5/1966,5,996.56,56.50
F,7/3/1966,5,1073.18,56.43
F,7/19/1966,5,1289.61,56.38
M,8/18/1966,5,945.7,56.30
M,10/14/1966,5,706,56.14
M,11/3/1966,5,835.86,56.09
F,12/15/1966,5,688.04,55.97
M,10/4/1967,5,1938.21,55.17
M,10/27/1967,5,841.56,55.11
F,12/29/1967,5,647.4,54.93
F,1/4/1968,5,872.13,54.92
F,3/8/1968,5,1999.97,54.74
F,3/16/1968,5,1269.29,54.72
F,3/28/1968,5,728.39,54.69
F,4/15/1968,5,2740.4,54.64
F,7/18/1968,5,1731.79,54.38
M,4/5/1969,5,425.84,53.67
F,5/27/1969,5,1270.13,53.53
M,8/5/1969,5,984.6,53.33
M,8/8/1969,5,716.79,53.33
M,9/13/1969,5,639.7,53.23
M,10/30/1969,5,561.88,53.10
F,12/7/1969,5,1005.78,53.00
F,2/2/1970,5,989.09,52.84
F,2/21/1970,5,685.75,52.79
F,2/25/1970,5,1131.81,52.78
F,11/24/1970,5,939.84,52.03
F,12/14/1970,5,658.2,51.98
M,1/5/1971,5,2121.41,51.92
M,2/25/1971,5,1420.72,51.78
M,4/1/1971,5,2000.97,51.68
F,7/20/1971,5,1275.71,51.38
F,7/27/1971,5,996.82,51.36
F,10/14/1971,5,942.2,51.14
F,1/18/1972,5,657.69,50.88
M,2/14/1972,5,381.52,50.81
F,2/21/1972,5,1549.32,50.79
M,5/4/1972,5,1593.69,50.59
F,8/18/1972,5,745.24,50.30
M,4/13/1973,5,1117.07,49.65
F,5/26/1973,5,1507.51,49.53
F,7/5/1973,5,1051.92,49.42
F,8/13/1973,5,3507.52,49.31
F,9/19/1973,5,378.82,49.21
M,11/18/1973,5,925.51,49.05
M,2/21/1974,5,2426.89,48.79
M,2/28/1974,5,1396.86,48.77
F,5/18/1974,5,1600.69,48.55
F,12/17/1974,5,2367.47,47.97
F,12/18/1974,5,701.79,47.97
M,2/16/1975,5,870.58,47.80
M,4/27/1975,5,1943.55,47.61
F,5/1/1975,5,973.3,47.60
F,5/15/1975,5,1139.16,47.56
F,6/29/1975,5,757.69,47.44
M,9/7/1975,5,1349.1,47.24
M,10/30/1975,5,1143.5,47.10
F,11/28/1975,5,679.15,47.02
F,12/13/1975,5,1263.12,46.98
F,2/15/1976,5,1435.49,46.80
M,2/24/1976,5,1017.25,46.78
M,6/9/1976,5,1242.3,46.49
F,8/18/1976,5,664.18,46.30
M,10/29/1976,5,857.38,46.10
M,4/3/1977,5,1899.12,45.67
M,4/26/1977,5,1021.37,45.61
F,7/12/1977,5,964.02,45.40
M,8/17/1977,5,2211.32,45.30
M,9/16/1977,5,1145.7,45.22
F,10/17/1977,5,891.05,45.13
M,12/6/1977,5,1240.77,45.00
F,1/5/1978,5,632.03,44.92
F,2/7/1978,5,891.67,44.82
M,2/28/1978,5,603.89,44.77
F,3/9/1978,5,836.6,44.74
F,8/14/1978,5,1059.77,44.31
M,8/26/1978,5,784.55,44.28
M,8/30/1978,5,867.7,44.27
F,8/31/1978,5,828.5,44.26
F,9/24/1978,5,1086.22,44.20
M,9/24/1978,5,540.15,44.20
F,9/26/1978,5,1237.26,44.19
M,10/21/1978,5,617.81,44.12
M,11/21/1978,5,1028.12,44.04
M,12/28/1978,5,802.15,43.94
F,9/17/1979,5,843.86,43.22
F,11/27/1979,5,1099.01,43.02
F,12/18/1979,5,1091.8,42.97
M,2/5/1980,5,1079.09,42.83
M,6/1/1980,5,899.62,42.51
F,6/8/1980,5,1160.04,42.49
F,7/23/1980,5,665.96,42.37
F,8/13/1980,5,1117.1,42.31
F,8/24/1980,5,604.21,42.28
F,10/5/1980,5,1294.16,42.16
M,11/21/1980,5,998.29,42.04
M,3/2/1981,5,967.46,41.76
F,11/7/1981,5,760.6,41.08
M,12/7/1981,5,1156.23,41.00
M,2/7/1982,5,1298.37,40.82
F,4/15/1982,5,1075.51,40.64
F,5/7/1982,5,1111.43,40.58
F,8/26/1982,5,900.7,40.28
F,9/17/1982,5,791.01,40.22
F,10/4/1982,5,1135.44,40.17
F,12/16/1982,5,1068.67,39.97
M,1/29/1983,5,1538.84,39.85
M,2/16/1983,5,684.87,39.80
M,5/27/1983,5,1022.44,39.53
F,8/10/1983,5,698.8,39.32
F,8/25/1983,5,766.35,39.28
F,9/12/1983,5,884.76,39.23
F,1/22/1984,5,709.89,38.87
M,1/31/1984,5,900.41,38.84
M,2/10/1984,5,1002.79,38.82
M,4/1/1984,5,1725.45,38.68
M,4/30/1984,5,976.03,38.60
M,6/13/1984,5,771.5,38.48
F,6/15/1984,5,819.42,38.47
F,9/2/1984,5,987.61,38.26
F,10/4/1984,5,767.94,38.17
F,10/17/1984,5,778.94,38.13
M,4/1/1985,5,995.96,37.68
M,8/22/1985,5,1750.73,37.29
F,9/6/1985,5,1289.9,37.25
F,10/17/1985,5,1063.22,37.13
M,10/21/1985,5,1135.57,37.12
M,12/1/1985,5,534.19,37.01
M,12/23/1985,5,1047.37,36.95
F,1/14/1986,5,776.28,36.89
F,3/14/1986,5,1524.93,36.73
M,11/10/1986,5,554.75,36.07
F,1/18/1987,5,2085.53,35.88
F,1/30/1987,5,823.49,35.85
M,2/26/1987,5,770.82,35.77
F,7/24/1987,5,925.96,35.37
M,8/13/1987,5,891.34,35.31
M,11/11/1987,5,1971.02,35.07
F,7/8/1988,5,1248.44,34.41
M,7/13/1988,5,399.7,34.39
F,1/9/1991,5,1649.65,31.90
M,3/12/1991,5,1042.29,31.73
M,2/20/1950,0,1627.27,72.79
M,5/1/1950,0,1070.91,72.60
M,1/3/1956,0,1593.69,66.92
M,8/30/1963,0,1430.3,59.27
F,10/6/1963,0,620.51,59.16
M,2/17/1966,0,1853.55,56.80
M,11/2/1966,0,843.22,56.09
M,9/20/1968,0,804.93,54.21
M,11/21/1974,0,1612.01,48.04
F,11/5/1976,0,594.82,46.08
M,3/23/1978,0,647.51,44.70
F,5/25/1980,0,1276.98,42.53
F,5/26/1981,0,710.63,41.53
F,10/9/1983,0,703.23,39.16
F,2/9/1985,0,663.31,37.82
M,4/23/1985,0,720.01,37.62
F,8/17/1986,0,1297.72,36.30
F,11/14/1986,0,2096.08,36.06
F,1/28/1987,0,940.16,35.85
F,2/18/1987,0,937.81,35.79
M,2/23/1987,0,1442.79,35.78
M,4/14/1988,0,773.17,34.64
M,5/7/1988,0,1505.88,34.58
F,4/13/1990,0,710.34,32.65
F,5/1/1990,0,859.77,32.60
F,11/7/1935,1,455.47,87.08
F,5/7/1946,1,819.03,76.58
M,6/8/1957,1,1337.37,65.49
F,10/23/1958,1,838.49,64.12
F,7/27/1959,1,606.04,63.36
F,11/2/1960,1,601.79,62.09
F,10/30/1962,1,1048.44,60.10
F,9/4/1963,1,650.5,59.25
M,8/6/1964,1,3638.69,58.33
M,3/7/1965,1,1051.07,57.75
M,1/14/1967,1,921.02,55.89
M,2/6/1968,1,1197.17,54.83
M,5/15/1968,1,808.77,54.56
M,9/6/1969,1,2048.2,53.25
F,5/14/1970,1,1169.14,52.56
F,6/22/1970,1,814.44,52.46
F,2/3/1971,1,974.48,51.84
M,1/7/1972,1,1736.99,50.91
M,8/28/1972,1,542.4,50.27
F,9/17/1972,1,597.39,50.21
F,9/17/1974,1,549.54,48.22
F,11/28/1975,1,1013.87,47.02
M,11/11/1979,1,649.85,43.07
M,1/12/1980,1,1090.11,42.90
M,4/22/1980,1,954.77,42.62
F,5/1/1980,1,1140.76,42.59
F,12/12/1980,1,1848.68,41.98
M,2/21/1981,1,1146.24,41.79
F,2/23/1981,1,2107.23,41.78
F,9/21/1981,1,622.16,41.21
M,12/27/1981,1,903.44,40.94
M,8/16/1982,1,744.02,40.30
F,9/15/1982,1,1354.48,40.22
F,10/23/1982,1,694.36,40.12
M,11/20/1982,1,588.81,40.04
M,1/7/1983,1,1376.08,39.91
M,2/10/1984,1,1007.81,38.82
F,6/17/1984,1,2569.14,38.47
M,7/23/1984,1,701.96,38.37
M,4/9/1985,1,1022.45,37.66
M,11/8/1985,1,946.13,37.07
F,12/5/1985,1,1895.54,37.00
F,12/31/1985,1,792.15,36.93
M,2/11/1986,1,882.68,36.81
F,3/6/1987,1,1497.07,35.75
F,8/29/1987,1,884.83,35.27
M,5/23/1989,1,951.17,33.54
F,10/11/1989,1,994.28,33.15
M,12/6/1990,1,48.9,32.00
F,12/26/1990,1,1185.87,31.94
M,4/15/1991,1,876.46,31.64
M,6/25/1991,1,1109.21,31.45
M,12/25/1948,2,1026.18,73.94
F,10/31/1955,2,570.66,67.10
F,10/13/1956,2,666.28,66.14
M,12/19/1956,2,664.48,65.96
M,1/23/1958,2,1141.62,64.87
M,11/9/1958,2,1023.81,64.07
F,6/28/1959,2,789.02,63.44
M,12/30/1959,2,578.99,62.93
M,10/2/1960,2,396.66,62.17
M,5/5/1964,2,1053.52,58.58
M,9/19/1965,2,1370.69,57.21
M,5/10/1966,2,1517.89,56.57
M,11/24/1966,2,1601.96,56.03
F,7/19/1967,2,941.03,55.38
M,7/20/1970,2,1782.38,52.38
M,9/30/1970,2,1190.66,52.18
M,2/28/1972,2,1825.18,50.77
M,12/6/1973,2,1606.5,49.00
F,2/25/1975,2,877.15,47.78
M,11/8/1976,2,855.87,46.07
F,10/7/1977,2,934.76,45.16
M,2/28/1980,2,677.15,42.77
M,11/4/1982,2,874.88,40.09
F,11/30/1982,2,1311.3,40.01
F,5/11/1984,2,509.51,38.57
F,5/25/1984,2,1119.43,38.53
F,9/20/1984,2,1253.44,38.21
M,10/8/1984,2,701.75,38.16
M,9/9/1985,2,598.58,37.24
M,2/19/1986,2,33.19,36.79
F,2/20/1986,2,51.65,36.79
F,3/25/1986,2,1285.52,36.70
M,11/24/1986,2,1020.92,36.03
F,11/19/1987,2,698.98,35.04
M,12/6/1987,2,560.1,35.00
M,8/28/1988,2,1933.8,34.27
F,4/6/1990,2,817.39,32.67
M,11/27/1990,2,1633.61,32.02
F,11/1/1941,3,1546.19,81.09
F,1/21/1943,3,815.66,79.87
M,8/27/1946,3,1215.19,76.27
F,3/30/1955,3,573.78,67.69
F,10/9/1957,3,4446.82,65.16
F,6/4/1958,3,718.07,64.50
F,7/14/1958,3,380.03,64.39
M,12/24/1959,3,2317.48,62.95
M,8/8/1960,3,929.47,62.32
F,9/15/1962,3,868.91,60.22
F,11/3/1963,3,629.4,59.09
M,1/10/1966,3,1118,56.90
F,4/5/1966,3,859.84,56.67
F,3/26/1970,3,834.85,52.70
F,10/6/1970,3,1095.55,52.16
F,3/22/1971,3,1241.72,51.71
M,3/1/1975,3,2305.11,47.76
F,8/2/1975,3,619.06,47.34
M,3/6/1976,3,1026.55,46.75
M,7/25/1976,3,1217.84,46.36
M,1/10/1977,3,833.25,45.90
M,3/3/1977,3,1650.33,45.76
M,9/28/1977,3,1064.52,45.19
M,8/2/1978,3,890.16,44.34
M,12/31/1978,3,851.72,43.93
M,1/25/1979,3,1831.45,43.86
M,1/26/1979,3,1649.65,43.86
F,8/24/1980,3,1084.79,42.28
F,10/2/1981,3,434.94,41.18
F,5/5/1982,3,933.12,40.59
M,1/25/1984,3,659.47,38.86
M,3/22/1988,3,768.36,34.70
F,7/18/1988,3,591.99,34.38
M,9/27/1988,3,1312.54,34.19
M,8/24/1990,3,759.34,32.28
M,6/6/1935,4,961.16,87.50
M,12/12/1938,4,652.21,83.98
M,1/14/1940,4,793.59,82.89
M,9/24/1952,4,862.36,70.20
M,8/29/1953,4,712.97,69.27
F,8/6/1956,4,500.27,66.33
M,9/14/1959,4,740.18,63.23
M,5/18/1970,4,965.69,52.55
M,11/3/1972,4,982.96,50.09
F,8/28/1975,4,904.22,47.27
M,4/25/1976,4,519.68,46.61
M,10/25/1976,4,890.63,46.11
M,9/27/1979,4,1013.71,43.19
M,12/17/1979,4,902.28,42.97
M,5/27/1980,4,1253.4,42.52
M,9/13/1980,4,1050.58,42.23
F,11/24/1980,4,865.95,42.03
M,9/5/1981,4,505.31,41.25
M,9/23/1983,4,830.57,39.20
M,3/13/1984,4,639.01,38.73
F,4/12/1984,4,734.03,38.65
F,4/18/1984,4,590.82,38.63
F,8/5/1984,4,772.4,38.33
F,3/15/1985,4,984.99,37.73
M,2/8/1986,4,799.21,36.82
M,6/10/1986,4,513.05,36.49
M,5/20/1987,4,1076.33,35.55
F,1/22/1988,4,817.35,34.87
F,2/23/1988,4,1031.22,34.78
F,12/8/1989,4,773.18,32.99
M,11/29/1926,5,785.27,96.02
F,5/28/1927,5,406.41,95.52
M,5/29/1927,5,822.48,95.52
M,12/1/1928,5,474.31,94.01
M,4/13/1929,5,898.34,93.65
F,3/3/1930,5,825.77,92.76
M,11/4/1930,5,854.59,92.09
F,11/8/1930,5,784.68,92.07
M,12/27/1930,5,521.25,91.94
M,2/12/1932,5,703.94,90.81
M,5/10/1932,5,799.1,90.57
F,8/23/1932,5,813.95,90.28
M,8/31/1932,5,1052.57,90.26
F,2/3/1935,5,780.06,87.84
M,8/31/1935,5,757.73,87.26
F,11/7/1935,5,1960.27,87.08
M,3/5/1936,5,801.18,86.75
M,6/9/1936,5,1521.61,86.49
M,12/30/1936,5,589.15,85.93
F,3/19/1937,5,783.03,85.72
M,5/14/1937,5,1131.23,85.56
F,6/30/1937,5,798.61,85.43
M,4/20/1938,5,745.97,84.63
M,2/5/1939,5,660.69,83.83
F,4/13/1939,5,434.48,83.65
F,8/28/1939,5,646.94,83.27
F,1/21/1940,5,781.91,82.87
M,10/1/1940,5,2371.66,82.18
M,10/10/1940,5,728,82.15
M,10/22/1940,5,699.24,82.12
F,9/14/1941,5,781.17,81.23
M,9/21/1941,5,2309.23,81.21
M,11/27/1941,5,1082.29,81.02
M,12/5/1941,5,1045.31,81.00
F,4/12/1942,5,766.51,80.65
M,8/10/1942,5,780.33,80.32
F,9/11/1942,5,654.61,80.23
F,3/19/1943,5,714.79,79.72
M,2/12/1944,5,1385.95,78.81
M,8/8/1944,5,933.5,78.32
M,11/3/1944,5,1635.49,78.09
M,11/5/1944,5,694.54,78.08
M,1/20/1945,5,627.43,77.87
M,2/12/1945,5,418.13,77.81
M,7/23/1945,5,717.12,77.37
F,8/6/1945,5,876.64,77.33
F,11/6/1945,5,760.57,77.08
F,11/15/1945,5,564.54,77.06
F,3/1/1946,5,623.96,76.76
M,5/8/1946,5,658.54,76.58
F,7/22/1946,5,861.2,76.37
F,8/13/1946,5,1586.86,76.31
M,1/31/1947,5,1398.56,75.84
F,7/17/1947,5,891.2,75.39
M,7/24/1947,5,815,75.37
F,8/21/1947,5,2167.52,75.29
F,10/6/1947,5,995.24,75.16
F,3/11/1948,5,2180.18,74.73
M,4/4/1948,5,878.46,74.67
F,6/12/1948,5,12.94,74.48
M,9/5/1948,5,2688.4,74.25
F,9/7/1948,5,857.68,74.24
F,10/29/1948,5,697.19,74.10
F,1/8/1949,5,639.16,73.91
M,7/31/1949,5,1304.09,73.35
F,8/3/1949,5,807.58,73.34
M,8/22/1949,5,1257.82,73.29
F,10/11/1949,5,860.24,73.15
M,12/30/1949,5,1128.68,72.93
M,1/3/1950,5,839.15,72.92
F,3/10/1950,5,724.08,72.74
M,7/12/1950,5,846.81,72.40
F,8/13/1950,5,811.16,72.31
M,3/13/1951,5,950.85,71.73
F,5/19/1951,5,846.28,71.55
F,6/5/1951,5,766.16,71.50
M,1/14/1952,5,609.97,70.89
M,6/17/1952,5,658.69,70.47
M,7/8/1952,5,1023.97,70.41
F,7/13/1952,5,1154.75,70.39
F,8/31/1952,5,528.84,70.26
F,10/27/1952,5,1129.94,70.10
M,12/25/1952,5,1224.11,69.94
F,1/23/1953,5,734.17,69.87
M,2/13/1953,5,659.49,69.81
M,3/5/1953,5,1254.98,69.75
F,5/5/1953,5,432.71,69.59
M,5/10/1953,5,1718.27,69.57
F,5/19/1953,5,909.57,69.55
F,6/7/1953,5,2581.41,69.50
F,8/29/1953,5,717.11,69.27
F,11/17/1953,5,692.18,69.05
M,11/17/1953,5,1584.91,69.05
M,12/27/1953,5,2470,68.94
M,2/25/1954,5,680.05,68.78
M,4/4/1954,5,1003.18,68.67
M,6/30/1954,5,1847.54,68.43
M,7/15/1954,5,1308.03,68.39
M,8/23/1954,5,799.79,68.29
M,8/31/1954,5,624.49,68.26
M,9/20/1954,5,532.77,68.21
M,9/28/1954,5,709.79,68.19
F,12/21/1954,5,832.95,67.96
M,2/9/1955,5,986.21,67.82
M,3/11/1955,5,596.72,67.74
M,3/17/1955,5,637.22,67.72
M,4/11/1955,5,865.89,67.65
M,5/16/1955,5,513.27,67.56
F,10/16/1955,5,852.23,67.14
F,2/15/1956,5,406.39,66.80
M,2/15/1956,5,1096.7,66.80
F,3/23/1956,5,1669.94,66.70
F,5/15/1956,5,786.28,66.56
F,6/8/1956,5,773.68,66.49
M,7/7/1956,5,510.15,66.41
M,7/16/1956,5,615.91,66.39
F,9/7/1956,5,381.32,66.24
M,12/30/1956,5,628.84,65.93
F,2/11/1957,5,788.19,65.81
M,5/5/1957,5,888.99,65.59
F,5/19/1957,5,1411.01,65.55
M,5/30/1957,5,734.61,65.52
M,7/13/1957,5,2007,65.40
F,9/2/1957,5,1532.19,65.26
M,10/21/1957,5,952.09,65.12
M,10/28/1957,5,1366.28,65.10
M,10/30/1957,5,435.26,65.10
F,11/5/1957,5,1155.33,65.08
M,11/24/1957,5,350.65,65.03
F,2/4/1958,5,671.84,64.83
M,6/30/1958,5,982.94,64.43
F,8/2/1958,5,556.8,64.34
M,9/23/1958,5,2197.46,64.20
M,10/26/1958,5,878,64.11
F,2/10/1959,5,699.67,63.82
M,7/21/1959,5,713.52,63.38
F,8/26/1959,5,768.07,63.28
M,9/5/1959,5,581.62,63.25
M,10/5/1959,5,1259.9,63.17
M,10/18/1959,5,1044.69,63.13
M,11/12/1959,5,1052.47,63.06
F,12/10/1959,5,550.18,62.99
F,2/14/1960,5,644.85,62.81
F,6/13/1960,5,598.58,62.48
M,8/11/1960,5,648.78,62.32
M,9/26/1960,5,697.32,62.19
F,9/29/1960,5,650.78,62.18
M,10/9/1960,5,942.2,62.15
F,12/2/1960,5,1144.94,62.01
M,1/16/1961,5,3731.36,61.89
M,3/18/1961,5,976.43,61.72
M,4/30/1961,5,875.71,61.60
F,8/4/1961,5,1360.77,61.34
F,10/17/1961,5,757.27,61.13
M,11/10/1961,5,1630.06,61.07
M,2/19/1962,5,1192.38,60.79
M,5/28/1962,5,1444.46,60.52
F,6/4/1962,5,698.36,60.50
M,6/28/1962,5,512.05,60.44
F,7/23/1962,5,2523.83,60.37
M,9/3/1962,5,2094.43,60.26
M,1/25/1963,5,916.54,59.86
M,2/24/1963,5,796.88,59.78
F,3/19/1963,5,1930.32,59.72
F,9/8/1963,5,594.51,59.24
M,10/20/1963,5,880.42,59.13
F,10/30/1963,5,849.87,59.10
M,12/5/1963,5,762.95,59.00
F,3/5/1964,5,1584.88,58.75
M,3/5/1964,5,1173.57,58.75
M,3/31/1964,5,587.14,58.68
M,4/20/1964,5,2117.63,58.62
M,7/21/1964,5,1267.65,58.37
F,7/26/1964,5,834.58,58.36
M,10/26/1964,5,622.16,58.11
F,11/1/1964,5,789.57,58.09
F,12/4/1964,5,1796.34,58.00
M,12/25/1964,5,4405.1,57.94
M,1/1/1965,5,1780.42,57.93
F,5/2/1965,5,954.63,57.59
M,5/10/1965,5,664.24,57.57
M,7/2/1965,5,1424.65,57.43
M,10/4/1965,5,553.9,57.17
M,10/12/1965,5,781.37,57.15
F,10/27/1965,5,649.19,57.11
F,1/6/1966,5,747.14,56.91
M,1/28/1966,5,1345.86,56.85
F,3/29/1966,5,922.71,56.69
M,4/3/1966,5,614.09,56.67
F,4/29/1966,5,630.19,56.60
M,7/3/1966,5,819.04,56.43
F,7/15/1966,5,684.38,56.39
M,3/4/1967,5,626.63,55.76
F,3/24/1967,5,2881.4,55.70
M,8/21/1967,5,824.12,55.29
F,8/28/1967,5,455.49,55.27
M,10/7/1967,5,2773.18,55.16
F,10/26/1967,5,631.14,55.11
M,11/25/1967,5,1333.93,55.03
F,1/23/1968,5,936.21,54.87
M,1/30/1968,5,907.7,54.85
F,2/14/1968,5,854.35,54.81
M,9/11/1968,5,996.15,54.23
M,1/31/1969,5,2329.51,53.84
F,6/10/1969,5,779.5,53.49
M,6/23/1969,5,829.59,53.45
F,8/18/1969,5,708.96,53.30
M,9/1/1969,5,944.26,53.26
M,9/5/1969,5,486.6,53.25
M,10/4/1969,5,1006.63,53.17
M,10/15/1969,5,990.62,53.14
M,3/20/1970,5,959.43,52.71
F,3/26/1970,5,708.99,52.70
F,6/11/1970,5,921.82,52.49
F,8/13/1970,5,505.42,52.31
F,9/4/1970,5,666.73,52.25
F,10/8/1970,5,1704.7,52.16
F,10/27/1970,5,762.81,52.11
M,12/7/1970,5,777.86,52.00
M,2/3/1971,5,885.16,51.84
M,2/22/1971,5,720.56,51.78
F,3/12/1971,5,1032.22,51.73
M,5/23/1971,5,892.86,51.54
M,6/5/1971,5,1314.08,51.50
M,6/21/1971,5,609.12,51.46
F,7/16/1971,5,984.74,51.39
M,9/30/1971,5,963.32,51.18
M,1/25/1972,5,1289.29,50.86
M,2/6/1972,5,496.91,50.83
F,4/7/1972,5,489.01,50.66
M,5/18/1972,5,1265.08,50.55
F,6/11/1972,5,584.93,50.48
F,9/20/1972,5,699.6,50.21
F,11/7/1972,5,883.56,50.07
M,5/20/1973,5,645.2,49.55
F,6/25/1973,5,968.37,49.45
M,12/24/1973,5,1491.16,48.95
M,6/20/1974,5,1386.28,48.46
M,7/26/1974,5,566.41,48.36
M,9/13/1974,5,1453.51,48.23
M,1/22/1975,5,550.06,47.87
M,1/27/1975,5,1192.32,47.85
M,2/9/1975,5,751.78,47.82
M,2/25/1975,5,957.32,47.78
F,3/21/1975,5,641.67,47.71
M,7/28/1975,5,990.28,47.36
F,9/12/1975,5,681,47.23
M,10/3/1975,5,764.62,47.17
M,10/14/1975,5,639.7,47.14
M,12/17/1975,5,963.3,46.97
F,1/15/1976,5,630.87,46.89
F,5/23/1976,5,1086.93,46.53
F,8/15/1976,5,955.35,46.30
M,10/11/1976,5,483.17,46.15
M,1/28/1977,5,773.78,45.85
